author,published,site_url,label,title_without_stopwords,text_without_stopwords
Shawn Helton,2016-11-04T00:03:00.000+02:00,21stcenturywire.com,Fake,Partners in crime: Goldman Sachs and the Clintons on Wall Street.,"21st Century Wire reports that the biggest revelation from WikiLeaks' epic trove of emails was covered by award-winning filmmaker John Pilger. WikiLeaks editor and founder Julian Assange described what he believes the whole collection reveals. WikiLeaks reveals outgoing Secretary of State Hillary Clinton urging John Podesta, advisor to President Barack Obama, to pressure Gulf states like Saudi Arabia and Qatar for providing clandestine financial and logistic support to ISIL (Islamic State/ISIS) and other radical Sunni groups. This constitutes proof that the Clinton Foundation was knowingly accepting millions of dollars in charitable donations from Gulf states while Secretary Clinton and President Obama were aware they were funding ISIS, Nusra, Al-Qaeda Syria, and other Takfiri terrorist fighting organizations. In addition to Clinton's foundation money from Gulf monarchies, this infographic from Conservative Review validates what 21st Century Wire has been saying since the ISIS crisis began, according to Fox News and FBI sources."
Mike Rivero,2016-11-12T23:13:29.272+02:00,21stcenturywire.com,Fake,Color rev agit prop george soros moveon agitators America billionaire instigator sued.,Century wire organized efforts underway Democratic party affiliated ngos delegitimize results weeks presidential election eve election voters polls wire political affairs analyst patrick henningsen accurately predicted weeks unrest Trump wins expect soros unleash wave wave flash mobs protest riot smash burn cnns hour rotation expect occupy blacklivesmatter rage henningsen talked international postelections protests coordinated Democratic party community organizing online platform surprisingly also launched national activist campaign abolish electoral college Democratic candidate Hillary Clinton hampshire Donald trumps arizona michigan final totals fifth history presidential candidate White House losing total vote also female college students protesting Trump rapist wire associate editor shawn helton exact methods CIA sorosfunded color revolutions overseas deployed domestic shores ngo organizations driving force behind nationwide protests election Donald Trump overseas Washington tends cast ngo fronts buildup prous political opposition groups well plan generate civil unrest albert einstein institute aei national endowment democracy ned international Republican institute iri national Democratic institute ndi freedom house international center nonviolent conflict icnc agency international development usaid financial contractor arm department state state actors Washington Democratic party affiliated organizations well labor union organizations aflcio unite organizations involved organizing weeks protests helton helton also raised question president Obama stayed silent face street protests opting behind explains judging president Obama Hillary clintons total silence partys role fomenting weeks unrest conclude party leaders approve protests riots political motivation undeniable delegitimize Trump presidency stay tuned wire election century wire files wire wiretv.
Mike Rivero,2016-11-12T23:13:50.035+02:00,21stcenturywire.com,Fake,Henningsen antitrump protests soros color revolutions abroad.,Century wire imagine nations China Russia laughing students mass psychological trauma apparently setin liberal America schools universities political institutions country offering services following Republican Donald trumps insurgent victory presidential election nbc Democratic staffers distraught weeks election therapy dogs workers capitol hill cope vulnerabilities hurt feelings steve feldman stevefeldman therapy dogs golden doodles American eskimo dogs beagle mix offices house representatives students cornell university staged cryin campus election campuses organizing theraputic activities poetry readings healthy snacks served dogs organized ngos human animal bond research initiative pet partners pet leadership council pet industry joint advisory council press release Democratic party staffers nonjudgmental furry fourlegged enjoys bipartisan organizers great workers blow steam bosses reelection bids nbc alsocryins staged campus cornell university yale university staged scream order student vent internalized stress election americas schultz lionel lionel discuss ridiculous liberal reaction student meltdown trumps surprise victory.
Mike Rivero,2016-11-17T00:41:00.000+02:00,21stcenturywire.com,Fake,Cbs minutes withheld trumps appeal attacking minorities ignored reports attacks Trump supporters.,Wire william mcgurn wall street journal lets straight calling Hillary Clinton bigot reporters asking Republican sight Donald Trump gone Clinton campaign releases saying Trump candidate klux klan okeydokey Trump likened hitler mussolini stalin wonder theres collective hohum Democratic vice presidential nominee tim kaine Trump peddling kkk values democrats didnt Trump years democrats portrayed gop giant hate presidential election drill republicans nominate immediately finds prove hes hater africanamericans women gays etc democrats twist Trump claim represents decent lovable republicans mitt romney john mccain george bush course isnt saying men running president example naacp recreated gruesome murder james byrd imply thengov bush sympathetic lynching black men footage chain dragged pickup truck byrds daughter george bush refused hatecrimes legislation father john mccain barack Obama warned republicans scare saying doesnt presidents dollar bills mccain campaign fired accusing Obama playing race card deck thing reporters always hearing dog whistles republicans didnt mitt romney naacp facetoface opposition obamacare stories trolling racist vote vice president joe biden explicitly telling largely africanamerican audience romney hed yall chains difference republicans nominee giving gets.
Mike Rivero,2016-11-23T00:49:00.000+02:00,21stcenturywire.com,Fake,Flashback: Hillary Clinton's KKK smear of Trump was a Democrat strategy.,"21st Century Wire reports that votes, interference, and tampering needs to be addressed by the White House as well as Donald Trump's diligence to ensure American democracy isn't threatened. 21st Century Wire notes that although the election was November 8th, the Democratic Party's ongoing campaign to delegitimize the incoming president is ongoing. Memories of Democratic Party operatives and Clinton campaign claiming Trump and the GOP engaged in behavior suggest that Hillary Clinton's presidency was expected. Notice how the shoe is on the other foot - it's interesting reading these stories."
Mike Rivero,2016-11-24T03:37:00.000+02:00,21stcenturywire.com,Fake,Hillary Clinton supporters calling for recount of votes in battleground states.,"Richard Spencer's half-joke about hailing Donald Trump with a Roman salute rose from the dust of his remarks at the NPI speech, pointing in a sinister direction. The post-human transcript references additional material that would undoubtedly be a sigh of relief to the world that Hillary Clinton lost the presidential elections to Donald Trump. If nothing else, for the sake of joy in watching adolescent commissars melt into tears about racism, homophobia, xenophobia, or whatever-phobia, the joy and relief from the monolithic control system of moral nominalism dubbed political correctness is like watching a paper tiger party dialectics vengeance of SJW. Hopefully we're moving the spotlight off the post-historical stage where each contender asserts fashion over reality in this age."
Branko Mali,2016-11-25T14:33:14.332+02:00,21stcenturywire.com,Fake,Hell comes to Frogtown: Alt-right triumph and transhumanism.,"21st Century Wire: There's no doubt about the intellectual bankruptcy and Democratic decline of the EU's super bureaucratic class. Any doubts can finally be put to rest - it seems Europe's technocrats have surrendered to their program of Euro red scare brainwashing. The resolution compares Russian organizations to terrorist groups like ISIS and also claims Russian trolls are challenging Democratic values. Anti-Russia legislation worth millions in funding will implement anti-Russia programs because bureaucrats believe they must counter this grave threat to democracy. The touch of oxymoronic irony isn't lost - parliamentarians are plotting, claiming Europe is at war with Russia. The whole thing is a hysterical notion that Russian propaganda is damaging the minds of Europeans on a whole new level of crazy. I wonder why millions of Britons voted to leave this summer? The reality is that views aired by presenters, contributors, and pundits - both Westerners and Russians - are the reason RT's audience ratings are growing. What's being presented is resonating with international audiences because RT's reports are more accurate and truthful than the monoliths like BBC, CNN, and other establishment outlets spending all their effort and budgets crafting propaganda pieces to cover up a plethora of lies and clandestine operations globally. Western media is killing its relationship with domestic audiences in an age of people talking to the public, assuming they're fools. The network has been shaped for years, with Western moguls playing catch-up, albeit in vain. It's sunset for Goebbels, hamstrung by layers of management committees infested with intelligence agency operatives and journalists on the payroll of the state. This star chamber is a tangled web of subterfuge obsessed with controlling and disseminating information in an environment so dysfunctional it's simply unable to provide authentic journalism or truth to power. It's incredibly ironic that while working for Western propaganda, this phase of the regime ideologues in Brussels attacks the faceless force behind the latest xenophobic resolution. Washington, Paris, and London are hell-bent on keeping anti-Russian economic sanctions as a disservice to European businesses and workers losing trade with Russia. Once Donald Trump is sworn in, the US-UK-EU anti-Russian axis will disintegrate. This latest Brussels effort is a last-ditch attempt to damage Europe's neo-McCarthyites and plot an escape door from the disastrous coup d'état in Ukraine, NATO's hubris in the Baltics, and the EU's migrant crisis debacle. Tens of millions of euros have been laundered through US pseudo-NGO White Helmets in Syria. These are just a few chapters in modern diplomatic history of abject failure and incompetent foreign policy underpinned by backward, confused ideology. There's no coherent Western reporting on this subject - it seems Western mainstream media is too embarrassed to cover this bizarre Brussels adventure. Following an international vote, MEPs in Strasbourg voted on a non-legislative resolution that calls to respond to information warfare from Russia. Sputnik agency is alleged to be among the tools of hostile propaganda. Parliament's resolution demonstrates political degradation with regard to the idea of democracy in the West. Russian President Vladimir Putin, commenting on the vote, pointed out that everyone tries to lecture Russia about democracy, yet European lawmakers resort to restrictions on issues they can't approach for discussion with solid arguments - the only ones they can present. Putin added that he hopes Western efforts to counter Russian propaganda won't involve restrictions. The president congratulated Sputnik journalists on the vote. MEPs who supported the resolution on strategic communication to counteract propaganda by third parties were voting, with some abstaining. Polish European Conservatives and Reformists (ECR) member Anna Fotyga alleged that Moscow aims to distort truth, provoke doubt, divide North American partners, paralyze the decision-making process, discredit institutions, and incite fear and uncertainty among citizens. She suggests Moscow provides financial support to opposition parties and organizations in EU states, causing disintegration of the bloc. Russia is accused of information warfare. Entities like RT channel, Sputnik agency, Rossotrudnichestvo federal agency, and Russkiy Mir (Russian World) fund are alleged to be among the threatening propaganda tools. The document places Russian organizations alongside terrorist groups like Islamic State (formerly ISIS/ISIL) and also mentions trolls from Russia who challenge Democratic values. The EU establishment measures to tackle the perceived Russian propaganda threat means investing in awareness raising, education, online and local media. It also suggests stronger cooperation with NATO strategic communication. Sputnik appealed to the Organization for Security and Cooperation in Europe (OSCE), international journalists' organizations, NGOs, and Reporters Without Borders about measures it considers interference with freedom of speech. The resolution hits straight at the respected Sputnik agency with the aim of stopping its activity. The resolution bluntly contradicts the EU's human rights and freedom of the press norms, reads a letter signed by Sputnik Editor-in-Chief Margarita Simonyan. The parliamentary debate that preceded the vote saw MEPs campaigning for the resolution to wage information war against Russia, putting the EU on a collision course traveling faster than a jet fighter. The alleged aim is to split Europe from the Kremlin's sphere of influence between countries."
Jimmy Rustling,2016-11-11T12:00:00.000+02:00,abcnews.com.co,Fake,Obama signs executive order declaring investigation into election results - revote planned for December - ABC.,"United States Marine Field McConnell from Plum City Online Abel Danger claims that Hillary Clinton, DOJ, and Pride actors blackmail mentors from the Federal Bridge Certification Authority. The erstwhile directors of Boeing, Lockheed Martin, Raytheon, and Northrop Grumman are involved in pornography originating from a pig farm. McConnell claims the Clintons' companies use a pig-farm network server and Federal Bridge in the basement of Chappaqua. Allegedly, Serco Zulu timing signals synchronize broadcasts of mass snuff films in human history. Claims suggest Serco companies and the Patent and Trademark Office issued phony keys for electronic voting pad input devices. George Soros-tied company Smartmatic allegedly switched votes from Donald Trump to Hillary Clinton. Former patent lawyer from Little Rock, Arkansas, United States Marine Field McConnell is Global Operations Director of Abel Danger and will serve as a five-star general in the Trump administration to destroy the Clintons' pig farm friends in DOJ Pride Federal Bridge and activate weaponized devices from Serco Patent Office and Soros-linked voting machines in key battleground states. Note: ransom equals bonus from Lockheed Martin. Sister Lynne Cheney is JonBenet's father. Coverage includes raids on Hillary Clinton and James Comey scandal supercuts. Copy of Serco PLC list of subsidiaries and shareholders. Note: British and Saudi governments, AXA, HSBC, Teachers, and Goldman Sachs. Defense ammunition center outsourced to Serco. Serco Digital fires instructor. Serco at Camp Pendleton uses derived military disciplines including aviation, ground combat, command and control, combat service, and intelligence opposing forces to determine changes in enemy capabilities, vulnerabilities, and probable courses of action. Serco processes its millionth patent application at the Patent and Trademark Office dated March. Serco Inc. is a leading provider of professional, technology, and management services to the federal government. Pre-grant publication (PGPubs) classification services processed the millionth patent application at the Patent and Trademark Office (USPTO). The application was also processed contractually. Defence counsel Taylor's involvement with missing and murdered women points the finger at a homicidal maniac killer. What's in dispute is that Taylor is a scary character - street-hardened, menacing procurer of prostitutes who lured them to Pickton's farm. He was contemptuous of sex-trade workers, street walkers, and drug addicts. Concern grows about Soros-linked voting machines. Sixteen states are using balloting equipment from a company tied to leftist billionaire Edmund Kozak. October concerns are growing over revelations that voting machines in several states are linked to a company tied directly to billionaire leftist George Soros and his personal quest for a nationless, borderless global state. UK-based Smartmatic company posted a flowchart of voting machines in several states, including battleground states Florida and Arizona. Smartmatic chairman Mark Malloch-Brown is a former UN official who sits on the board of Soros' Open Society Foundations. Since the flowchart disappeared, Smartmatic is raising questions about the status of Soros-tied voting equipment and whether it's deployed in elections. Malloch-Brown's Soros ties weren't troubling enough - he also has ties to the Clintons through consulting firms and the National Association of Secretaries of State. Smartmatic is on the list of federally certified providers of election systems in several states with contested equipment. Smartmatic bragged about providing voting machines for elections. Check the electronic voting pad input device system and method abstract: 'The preferred embodiment of the invention is a data entry device intended for voters during an election to enter selected choices. The basic functions display and accept voter input. The design achieves simplicity in preparation, deployment, and operation for the electoral event. It also furnishes accuracy, reliability, durability, and reusability. It connects via standard protocol to voting stations and host processor. It accepts key codes for potentially unique selection of names, symbols, or pictures identifying candidates printed on a paper template. Compliant devices with geometry are inserted prior to the election and visible through the device's transparent cover. When candidates in a valid contest exceed capacity, additional identical units are chain-connected for sufficient voting capacity.' Publication grant application publication date, filing date July, priority date July, fee status. Also published: inventors Antonio Mugica, original assignee Smartmatic International Corporation. Export citation BibTeX EndNote RefMan. Patent citations, referenced classifications, legal events, external links. USPTO assignment. Hillary Clinton's server company got $6 million in government loans before wiping emails. Charles Johnson and Gil Lenwater are the primary researchers behind this story. Hillary Clinton's server company received $6 million in government loans starting immediately before secretly wiping Hillary Clinton's emails. Platte River Networks (PRN) got a loan from the Small Business Administration. The loan is public government data on USASpending.gov. The half-million dollar loan arrived just as PRN employee Paul Combetta was caught accidentally revealing the company was deleting evidence at Hillary's request. A second loan won't surprise anyone familiar with stuff and lying mainstream media. GotNews' mission is to stay alive. Donate at GoTNews.com/donate for tips. You'd be surprised to join our research team. Getting the loan for PRN office space was previously working for the owners of a condo. The head of the Small Business Administration is Maria Contreras-Sweet, a Mexican immigrant appointed to the office by Barack Obama just months before Hillary's PRN loan. WikiLeaks leaks have proven Hillary's corrupt pay-to-play scheme. GotNews has shined a light on how Hillary gets favors from Hispanic Democratic government bureaucrats. Hillary Clinton's server company Platte River Networks (PRN) received $6 million in favorable government loans for political friendly purposes in order to alter illegal emails. It looks like a Freedom of Information Act (FOIA) request should be lodged. Stay tuned. Gil Lenwater is the primary researcher behind the Bill Clinton trips on Lolita Express rape jet matter. Daniel Greenfield: Don't forget that Bill Clinton didn't just keep company with Jeffrey Epstein. Epstein outrageously got away with shocking allegations against Epstein that surfaced after the conclusion of an FBI probe and civil suits by victims. For example, one claim involves a 12-year-old French girl delivered as a birthday present. Feds identify women as underage who were described as lured to Epstein's Palm Beach mansion under the pretense of giving massages for money, then pressured into sex acts as well. A Balkan sex slave Epstein allegedly boasted about purchasing with cash payment by mail. Epstein coaxed his accusers into anonymity to describe claims about years as a teenage sex toy. Victim Virginia Roberts produced detailed accounts."
Tokyowashi (Noreply@Blogger.Com),2016-10-27T06:14:00.000+03:00,abeldanger.net,Fake,Clinton prides pig farm bridge Serco Zulu server snuff Soros's patented voter key.,"Rothschild banksters and British voting machines are running the USA, but don't forget the USA won the war of independence. Rothschild owns the central bank of every country, which means he controls every country. He plays both sides without a doubt. Soros is a Rothschild agent."
Tokyowashi (Noreply@Blogger.Com),2016-10-28T03:19:50.476+03:00,abeldanger.net,Fake,Serco's Zulu blackmail Clinton pig farm bridge Soros patent vote.,"Field McConnell's companies and Trump and China. Curtis testifies about downloading secret stuff from NASA as well. The Chinese are controlling the vote in the USA, so we couldn't wonder why the industry would deny they didn't provide this testimony."
Tokyowashi (Noreply@Blogger.Com),2016-10-28T14:03:12.156+03:00,abeldanger.net,Fake,Roger Stone: 'They steal exit poll program' - globalist establishment creating expectation of close race using fake polls rigging voting machines expectation nationalistic constitutional free-market awakening Rothschild Soros Hillary's chances stealing election shrinking whole system rigged exposed American fed elitist deviants panicking.,"Assalamualaikum. I am Pak Alresky from TKI Brunei Darussalam. I want to thank Eyang Woro Manggolo very much, who has helped my parents because all this time my parents have been entangled in a lot of debt. Thanks to Aki's help, now my parents have been able to pay off all their debts, and the rice fields that were once pawned can now, thank God, be redeemed again. It's all thanks to Eyang Woro Manggolo's help in giving us his ritual numbers, and unexpectedly it turned out to be successful. For those of you who want to be helped like us, please contact Eyang Woro Manggolo. Don't hesitate - Eyang Woro Manggolo's ritual numbers are always accurate and proven. This is not engineering - I have proven it myself. Thank you, Eyang Woro Manggolo. If you need mystical numbers as a result of Eyang Woro Manggolo's ritual: Singapore mystical numbers, Hong Kong mystical numbers, Malaysia mystical numbers, Toto Magnum mystical numbers, Laos mystical numbers, Macau mystical numbers, Sidney mystical numbers, Vietnam mystical numbers, Korea mystical numbers, Brunei mystical numbers, China mystical numbers, Thailand mystical numbers, accurate lottery numbers. I am Pak Alresky, currently in Malaysia working as a construction worker with a mediocre salary."
Tokyowashi (Noreply@Blogger.Com),2016-10-28T23:31:03.391+03:00,abeldanger.net,Fake,Sercos zulu bridge mumbai pig farm Clinton patent Obama visa snuff.,Dont guys attack looks mighty fake didnt anyone firing staged idea fake terror reason world exuse change laws terrorise polulation needquotquot armies protect mentioned white paper world war armies overthrow crooks power stressed lets face country ever exposed flags nations rothschild central bank everycountry controls war game together immunity spooks leaves public enemy guys elites anyonecontrol dreaming wont line counting profits partying human clatter directed west chemtrails green fraud west law force deadly vaccines.
Tokyowashi (Noreply@Blogger.Com),2016-10-29T15:58:39.811+03:00,abeldanger.net,Fake,FBI Weiner probe reopens Hillary Clinton investigation Clinton Foundation Israeli pork kosher president Trump America great MAGA.,"Attack on the Bush-Clinton-Obama crime cartel hit Mike Pence's plane. Plane fires, etc. can cause computer-induced crash, engine failures, etc."
Tokyowashi (Noreply@Blogger.Com),2016-10-31T02:03:09.291+02:00,abeldanger.net,Fake,Forgive MSM alt-media job.,"Gilad Atzmon reports that donors to the Clinton campaign are Jewish. The Jewish Chronicle reports that over the weekend, the biggest donors to Democratic candidate Hillary Clinton's presidential campaign are Jewish: Donald Sussman (hedge fund manager), Jay Robert Pritzker (venture capitalist), Haim Saban (Israeli-American tycoon), George Soros (speculator), and Daniel Abraham (founder of SlimFast). The question is whether American Jews can connect the dots. For months, I've been reading about American Jews being concerned about a sharp rise in antisemitism in the land. I guess many American Jews haven't connected the dots to grasp that the Jewish elite are playing this game at their expense. I expect Jews in general and Jewish oligarchs will draw the conclusion that in Jewish history, this never happens - disastrous mistakes are repeated and the consequences are grave."
